geography_desc,year_desc,category,commodity_desc,amount,unit_desc
Hainan,2001,Hog slaughter,Hog slaughter,2591.8,1000 head
Hainan,2001,Meat production,Meat Production,396.835,1000 tons
Hainan,2001,Peanut production,peanuts,96,1000 tons
Hainan,2001,Peanut sown area,peanut,48.96,1000 hectares
Hainan,2001,Pork production,Pork production,229.074,1000 tons
Hainan,2001,Rice production,rice,1508.1138,1000 tons
Hainan,2001,Rice sown area,rice,354.6,1000 hectares
Hainan,2001,Sown area: All crops,total sown area,871.7,1000 hectares
Hainan,2001,Soybean sown area,soybeans,8.7,1000 hectares
Hainan,2001,Soybeans production,soybeans,15,1000 tons
Hainan,2001,Total population,total population,7960,Thousands
Hainan,2001,Total value of ag output,total,325.126,100 million yuan
Hainan,2001,Tuber production,tubers,361,1000 tons
Hainan,2001,Tuber sown area,tubers,126.84,1000 hectares
Hainan,2001,Value of crop output,farming (nongye),141.2734,100 million yuan
Hainan,2001,Value of fisheries output,fisheries,82.3163,100 million yuan
Hainan,2001,Value of forestry output,forestry,43.3152,100 million yuan
Hainan,2001,Value of livestock output,livestock,58.2211,100 million yuan
Hainan,2001,Vegetable & melons sown area,vegetables,161.01,1000 hectares
Hainan,2000,Aquatic product production,Aquatic products,83.0642,"10,000 tons"
Hainan,2000,Cattle & buffalo inventory,Cattle & buffalo,144.94,"10,000 head"
Hainan,2000,City population,city population,1725,Thousands
Hainan,2000,Corn production,corn,52.2576,1000 tons
Hainan,2000,Corn sown area,corn,18,1000 hectares
Hainan,2000,Egg production,Egg production,29,1000 tons
Hainan,2000,Fruit orchard area,orchards,141.86,1000 hectares
Hainan,2000,Goat inventory,Goats,92.48,"10,000 head"
Hainan,2000,Grain production,total grain,1996,1000 tons
Hainan,2000,Grain sown area,total grain,542.03,1000 hectares
Hainan,2000,Hog inventory,Hog Inventory,3439.5,1000 head
Hainan,2000,Hog slaughter,Hog slaughter,2565.4,1000 head
Hainan,2000,Meat production,Meat Production,379.763,1000 tons
Hainan,2000,Milk production,Milk production,0.32,1000 tons
Hainan,2000,Peanut production,peanuts,95,1000 tons
Hainan,2000,Peanut sown area,peanut,48.87,1000 hectares
Hainan,2000,Pork production,Pork production,226.657,1000 tons
Hainan,2000,Rice production,rice,1501.9725,1000 tons
Hainan,2000,Rice sown area,rice,367.5,1000 hectares
Hainan,2000,Rural population,rural population,4798,Thousands
Hainan,2000,Sown area: All crops,total sown area,906,1000 hectares
Hainan,2000,Soybean sown area,soybeans,9.5,1000 hectares
Hainan,2000,Soybeans production,soybeans,17,1000 tons
Hainan,2000,Total population,total population,7870,Thousands
Hainan,2000,Total value of ag output,total,311.95,100 million yuan
Hainan,2000,Town population,town population,1092,Thousands
Hainan,2000,Tuber production,tubers,398,1000 tons
Hainan,2000,Tuber sown area,tubers,133.7,1000 hectares
Hainan,2000,Value of crop output,farming (nongye),145.03,100 million yuan
Hainan,2000,Value of fisheries output,fisheries,68.57,100 million yuan
Hainan,2000,Value of forestry output,forestry,48.08,100 million yuan
Hainan,2000,Value of livestock output,livestock,50.27,100 million yuan
Hainan,2000,Vegetable & melons sown area,vegetables,148.86,1000 hectares
Hainan,1999,Aquatic product production,Aquatic products,70.7119,"10,000 tons"
Hainan,1999,Cattle & buffalo inventory,Cattle & buffalo,138.35,"10,000 head"
Hainan,1999,Corn production,corn,48.996,1000 tons
Hainan,1999,Corn sown area,corn,18,1000 hectares
Hainan,1999,Egg production,Egg production,24.155,1000 tons
Hainan,1999,Fruit orchard area,orchards,66.69,1000 hectares
Hainan,1999,Goat inventory,Goats,91.08,"10,000 head"
Hainan,1999,Grain production,total grain,2170,1000 tons
Hainan,1999,Grain sown area,total grain,567.7,1000 hectares
Hainan,1999,Hog inventory,Hog Inventory,2826.4,1000 head
Hainan,1999,Hog slaughter,Hog slaughter,2583.3,1000 head
Hainan,1999,Meat production,Meat Production,338.25,1000 tons
Hainan,1999,Milk production,Milk production,0.315,1000 tons
Hainan,1999,Peanut production,peanuts,92.17,1000 tons
Hainan,1999,Peanut sown area,peanut,48.51,1000 hectares
Hainan,1999,Pork production,Pork production,214.235,1000 tons
Hainan,1999,Rice production,rice,1690.0731,1000 tons
Hainan,1999,Rice sown area,rice,391.1,1000 hectares
Hainan,1999,Sown area: All crops,total sown area,931.8,1000 hectares
Hainan,1999,Soybean sown area,soybeans,8.8,1000 hectares
Hainan,1999,Soybeans production,soybeans,14,1000 tons
Hainan,1999,Total population,total population,7401,Thousands
Hainan,1999,Total value of ag output,total,279.23,100 million yuan
Hainan,1999,Tuber production,tubers,389,1000 tons
Hainan,1999,Tuber sown area,tubers,140.99,1000 hectares
Hainan,1999,Value of crop output,farming (nongye),131.66,100 million yuan
Hainan,1999,Value of fisheries output,fisheries,55.69,100 million yuan
Hainan,1999,Value of forestry output,forestry,47.57,100 million yuan
Hainan,1999,Value of livestock output,livestock,44.31,100 million yuan
Hainan,1999,Vegetable & melons sown area,vegetables,147.26,1000 hectares
Hainan,1998,Aquatic product production,Aquatic products,59,"10,000 tons"
Hainan,1998,Cattle & buffalo inventory,Cattle & buffalo,127.2,"10,000 head"
Hainan,1998,Corn production,corn,52,1000 tons
Hainan,1998,Corn sown area,corn,18.6,1000 hectares
Hainan,1998,Egg production,Egg production,14,1000 tons
Hainan,1998,Grain production,total grain,2108,1000 tons
Hainan,1998,Grain sown area,total grain,571.2,1000 hectares
Hainan,1998,Hog inventory,Hog Inventory,2565,1000 head
Hainan,1998,Hog slaughter,Hog slaughter,2347,1000 head
Hainan,1998,Meat production,Meat Production,310,1000 tons
Hainan,1998,Milk production,Milk production,1,1000 tons
Hainan,1998,Peanut production,peanuts,91,1000 tons
Hainan,1998,Peanut sown area,peanut,50.4,1000 hectares
Hainan,1998,Pork production,Pork production,199,1000 tons
Hainan,1998,Rice production,rice,1624,1000 tons
Hainan,1998,Rice sown area,rice,388.5,1000 hectares
Hainan,1998,Sown area: All crops,total sown area,937.6,1000 hectares
Hainan,1998,Soybean sown area,soybeans,9.8,1000 hectares
Hainan,1998,Soybeans production,soybeans,15,1000 tons
Hainan,1998,Total population,total population,7580,Thousands
Hainan,1998,Tuber production,tubers,403,1000 tons
Hainan,1998,Tuber sown area,tubers,146.2,1000 hectares
Hainan,1997,Corn production,corn,42,1000 tons
Hainan,1997,Corn sown area,corn,17.5,1000 hectares
Hainan,1997,Egg production,Egg production,13,1000 tons
Hainan,1997,Grain production,total grain,2139,1000 tons
Hainan,1997,Grain sown area,total grain,577.2,1000 hectares
Hainan,1997,Hog inventory,Hog Inventory,2567,1000 head
Hainan,1997,Hog slaughter,Hog slaughter,2176,1000 head
Hainan,1997,Milk production,Milk production,8,1000 tons
Hainan,1997,Peanut production,peanuts,80.238,1000 tons
Hainan,1997,Peanut sown area,peanut,46.9,1000 hectares
Hainan,1997,Pork production,Pork production,187,1000 tons
Hainan,1997,Rice production,rice,1683,1000 tons
Hainan,1997,Rice sown area,rice,391.4,1000 hectares
Hainan,1997,Sown area: All crops,total sown area,914.5,1000 hectares
Hainan,1997,Soybean sown area,soybeans,8.6,1000 hectares
Hainan,1997,Soybeans production,soybeans,12,1000 tons
Hainan,1997,Total population,total population,7245.289,Thousands
Hainan,1997,Tuber production,tubers,379,1000 tons
Hainan,1997,Tuber sown area,tubers,145.4,1000 hectares
Hainan,1996,Corn production,corn,39,1000 tons
Hainan,1996,Corn sown area,corn,17.1,1000 hectares
Hainan,1996,Cultivated land area (revised in 1996),Cultivated area,762.1,1000 hectares
Hainan,1996,Egg production,Egg production,2,1000 tons
Hainan,1996,Grain production,total grain,1977,1000 tons
Hainan,1996,Grain sown area,total grain,571.6,1000 hectares
Hainan,1996,Hog inventory,Hog Inventory,3035,1000 head
Hainan,1996,Hog slaughter,Hog slaughter,2227,1000 head
Hainan,1996,Milk production,Milk production,2,1000 tons
Hainan,1996,Peanut production,peanuts,76.727,1000 tons
Hainan,1996,Peanut sown area,peanut,45.9,1000 hectares
Hainan,1996,Pork production,Pork production,191.471,1000 tons
Hainan,1996,Rice production,rice,1549,1000 tons
Hainan,1996,Rice sown area,rice,390.5,1000 hectares
Hainan,1996,Sown area: All crops,total sown area,890.8,1000 hectares
Hainan,1996,Soybean sown area,soybeans,8,1000 hectares
Hainan,1996,Soybeans production,soybeans,9,1000 tons
Hainan,1996,Total population,total population,7340,Thousands
Hainan,1996,Tuber production,tubers,364,1000 tons
Hainan,1996,Tuber sown area,tubers,145.3,1000 hectares
Hainan,1995,Corn production,corn,37,1000 tons
Hainan,1995,Corn sown area,corn,17.1,1000 hectares
Hainan,1995,Egg production,Egg production,22.04,1000 tons
Hainan,1995,Grain production,total grain,2018,1000 tons
Hainan,1995,Grain sown area,total grain,574.9,1000 hectares
Hainan,1995,Hog inventory,Hog Inventory,2963,1000 head
Hainan,1995,Hog slaughter,Hog slaughter,2125,1000 head
Hainan,1995,Milk production,Milk production,0.518,1000 tons
Hainan,1995,Peanut production,peanuts,72.623,1000 tons
Hainan,1995,Peanut sown area,peanut,45.6,1000 hectares
Hainan,1995,Pork production,Pork production,184.305,1000 tons
Hainan,1995,Rice production,rice,1609,1000 tons
Hainan,1995,Rice sown area,rice,393.6,1000 hectares
Hainan,1995,Sown area: All crops,total sown area,870,1000 hectares
Hainan,1995,Soybean sown area,soybeans,7.4,1000 hectares
Hainan,1995,Soybeans production,soybeans,8,1000 tons
Hainan,1995,Total population,total population,7024.241,Thousands
Hainan,1995,Tuber production,tubers,346,1000 tons
Hainan,1995,Tuber sown area,tubers,143.5,1000 hectares
Hainan,1994,Corn production,corn,35,1000 tons
Hainan,1994,Corn sown area,corn,15.7,1000 hectares
Hainan,1994,Egg production,Egg production,18,1000 tons
Hainan,1994,Grain production,total grain,1927,1000 tons
Hainan,1994,Grain sown area,total grain,563.5,1000 hectares
Hainan,1994,Hog inventory,Hog Inventory,2904.8,1000 head
Hainan,1994,Hog slaughter,Hog slaughter,1908.7,1000 head
Hainan,1994,Peanut production,peanuts,63,1000 tons
Hainan,1994,Peanut sown area,peanut,12.88,1000 hectares
Hainan,1994,Pork production,Pork production,159,1000 tons
Hainan,1994,Rice production,rice,1538,1000 tons
Hainan,1994,Rice sown area,rice,391.5,1000 hectares
Hainan,1994,Sown area: All crops,total sown area,844.1,1000 hectares
Hainan,1994,Soybean sown area,soybeans,7.7,1000 hectares
Hainan,1994,Soybeans production,soybeans,9,1000 tons
Hainan,1994,Total population,total population,6913.903,Thousands
Hainan,1994,Tuber production,tubers,337,1000 tons
Hainan,1994,Tuber sown area,tubers,141.5,1000 hectares
Hainan,1993,Corn production,corn,15,1000 tons
Hainan,1993,Corn sown area,corn,14.5,1000 hectares
Hainan,1993,Egg production,Egg production,17,1000 tons
Hainan,1993,Grain production,total grain,1841,1000 tons
Hainan,1993,Grain sown area,total grain,602.3,1000 hectares
Hainan,1993,Hog inventory,Hog Inventory,2954,1000 head
Hainan,1993,Hog slaughter,Hog slaughter,1705,1000 head
Hainan,1993,Milk production,Milk production,1,1000 tons
Hainan,1993,Peanut production,peanuts,59,1000 tons
Hainan,1993,Peanut sown area,peanut,42.1,1000 hectares
Hainan,1993,Pork production,Pork production,160,1000 tons
Hainan,1993,Rice production,rice,1501,1000 tons
Hainan,1993,Rice sown area,rice,390.4,1000 hectares
Hainan,1993,Sown area: All crops,total sown area,884.4,1000 hectares
Hainan,1993,Soybean sown area,soybeans,8.3,1000 hectares
Hainan,1993,Soybeans production,soybeans,4,1000 tons
Hainan,1993,Total population,total population,6817.804,Thousands
Hainan,1993,Tuber production,tubers,304,1000 tons
Hainan,1993,Tuber sown area,tubers,168.2,1000 hectares
Hainan,1992,Corn production,corn,43,1000 tons
Hainan,1992,Corn sown area,corn,18,1000 hectares
Hainan,1992,Egg production,Egg production,14,1000 tons
Hainan,1992,Grain production,total grain,1933,1000 tons
Hainan,1992,Grain sown area,total grain,585.4,1000 hectares
Hainan,1992,Hog inventory,Hog Inventory,2940,1000 head
Hainan,1992,Hog slaughter,Hog slaughter,1627,1000 head
Hainan,1992,Milk production,Milk production,1,1000 tons
Hainan,1992,Peanut production,peanuts,53,1000 tons
Hainan,1992,Peanut sown area,peanut,40.6,1000 hectares
Hainan,1992,Pork production,Pork production,141,1000 tons
Hainan,1992,Rice production,rice,1598,1000 tons
Hainan,1992,Rice sown area,rice,413.8,1000 hectares
Hainan,1992,Sown area: All crops,total sown area,868.3,1000 hectares
Hainan,1992,Soybean sown area,soybeans,7.7,1000 hectares
Hainan,1992,Soybeans production,soybeans,8,1000 tons
Hainan,1992,Total population,total population,6713.238,Thousands
Hainan,1992,Tuber production,tubers,286,1000 tons
Hainan,1992,Tuber sown area,tubers,135,1000 hectares
Hainan,1991,Corn production,corn,29,1000 tons
Hainan,1991,Corn sown area,corn,15.1,1000 hectares
Hainan,1991,Egg production,Egg production,12,1000 tons
Hainan,1991,Grain production,total grain,1777,1000 tons
Hainan,1991,Grain sown area,total grain,569.133333333333,1000 hectares
Hainan,1991,Hog inventory,Hog Inventory,2823,1000 head
Hainan,1991,Hog slaughter,Hog slaughter,1430,1000 head
Hainan,1991,Peanut production,peanuts,44,1000 tons
Hainan,1991,Peanut sown area,peanut,37.1333333333333,1000 hectares
Hainan,1991,Pork production,Pork production,121,1000 tons
Hainan,1991,Rice production,rice,1509,1000 tons
Hainan,1991,Rice sown area,rice,411.3,1000 hectares
Hainan,1991,Sown area: All crops,total sown area,829.466666666667,1000 hectares
Hainan,1991,Soybean sown area,soybeans,7.3,1000 hectares
Hainan,1991,Soybeans production,soybeans,7,1000 tons
Hainan,1991,Total population,total population,6615.017,Thousands
Hainan,1991,Tuber production,tubers,232,1000 tons
Hainan,1991,Tuber sown area,tubers,127.1,1000 hectares
Hainan,1990,Corn production,corn,25,1000 tons
Hainan,1990,Corn sown area,corn,14,1000 hectares
Hainan,1990,Egg production,Egg production,12,1000 tons
Hainan,1990,Grain production,total grain,1696,1000 tons
Hainan,1990,Grain sown area,total grain,567.466666666667,1000 hectares
Hainan,1990,Hog inventory,Hog Inventory,2791,1000 head
Hainan,1990,Hog slaughter,Hog slaughter,1343,1000 head
Hainan,1990,Milk production,Milk production,1,1000 tons
Hainan,1990,Peanut production,peanuts,43,1000 tons
Hainan,1990,Peanut sown area,peanut,38.4,1000 hectares
Hainan,1990,Pork production,Pork production,111,1000 tons
Hainan,1990,Rice production,rice,1442,1000 tons
Hainan,1990,Rice sown area,rice,414.333333333333,1000 hectares
Hainan,1990,Sown area: All crops,total sown area,821.266666666667,1000 hectares
Hainan,1990,Soybean sown area,soybeans,6.86666666666667,1000 hectares
Hainan,1990,Soybeans production,soybeans,6,1000 tons
Hainan,1990,Total population,total population,6557.482,Thousands
Hainan,1990,Tuber production,tubers,211,1000 tons
Hainan,1990,Tuber sown area,tubers,122.866666666667,1000 hectares
Hainan,1989,Corn production,corn,19,1000 tons
Hainan,1989,Corn sown area,corn,12.2666666666667,1000 hectares
Hainan,1989,Egg production,Egg production,10,1000 tons
Hainan,1989,Grain production,total grain,1518,1000 tons
Hainan,1989,Grain sown area,total grain,547.333333333333,1000 hectares
Hainan,1989,Hog inventory,Hog Inventory,2768,1000 head
Hainan,1989,Hog slaughter,Hog slaughter,1273,1000 head
Hainan,1989,Milk production,Milk production,1,1000 tons
Hainan,1989,Peanut production,peanuts,42,1000 tons
Hainan,1989,Peanut sown area,peanut,36.3333333333333,1000 hectares
Hainan,1989,Pork production,Pork production,106,1000 tons
Hainan,1989,Rice production,rice,1301,1000 tons
Hainan,1989,Rice sown area,rice,403.8,1000 hectares
Hainan,1989,Sown area: All crops,total sown area,789.6,1000 hectares
Hainan,1989,Soybean sown area,soybeans,7.4,1000 hectares
Hainan,1989,Soybeans production,soybeans,6,1000 tons
Hainan,1989,Total population,total population,6387.938,Thousands
Hainan,1989,Tuber production,tubers,181,1000 tons
Hainan,1989,Tuber sown area,tubers,113.533333333333,1000 hectares
Hainan,1988,Corn production,corn,14,1000 tons
Hainan,1988,Corn sown area,corn,10.9333333333333,1000 hectares
Hainan,1988,Egg production,Egg production,12,1000 tons
Hainan,1988,Grain production,total grain,1198,1000 tons
Hainan,1988,Grain sown area,total grain,497,1000 hectares
Hainan,1988,Hog inventory,Hog Inventory,2767,1000 head
Hainan,1988,Hog slaughter,Hog slaughter,1234,1000 head
Hainan,1988,Milk production,Milk production,1,1000 tons
Hainan,1988,Peanut production,peanuts,39.194,1000 tons
Hainan,1988,Peanut sown area,peanut,36.6666666666667,1000 hectares
Hainan,1988,Pork production,Pork production,105,1000 tons
Hainan,1988,Rice production,rice,1010,1000 tons
Hainan,1988,Rice sown area,rice,367.666666666667,1000 hectares
Hainan,1988,Sown area: All crops,total sown area,733.4,1000 hectares
Hainan,1988,Soybean sown area,soybeans,6.93333333333333,1000 hectares
Hainan,1988,Soybeans production,soybeans,5,1000 tons
Hainan,1988,Total population,total population,6274.882,Thousands
Hainan,1988,Tuber production,tubers,166,1000 tons
Hainan,1988,Tuber sown area,tubers,109.466666666667,1000 hectares
Hainan,1987,Peanut production,peanuts,41.337,1000 tons
Hainan,1987,Sown area: All crops,total sown area,697,1000 hectares
Hainan,1986,Peanut production,peanuts,40.7,1000 tons
Hainan,1985,Peanut production,peanuts,34.615,1000 tons
Hebei,2007,Apple production,apples,2478.8,1000 tons
Hebei,2007,Aquatic product production,Aquatic products,90.6,"10,000 tons"
Hebei,2007,Cattle & buffalo inventory,Cattle & buffalo,475,"10,000 head"
Hebei,2007,Corn production,corn,14218,1000 tons
Hebei,2007,Corn sown area,corn,2862.6,1000 hectares
Hebei,2007,Cotton production,cotton,724.7,1000 tons
Hebei,2007,Cotton sown area,cotton,680,1000 hectares
Hebei,2007,Cultivated land area (revised in 1996),Cultivated area,6315.1,1000 hectares
Hebei,2007,Egg production,Egg production,3964.5,1000 tons
Hebei,2007,Fruit orchard area,orchards,1088,1000 hectares
Hebei,2007,Goat inventory,Goats,643.5,"10,000 head"
Hebei,2007,Grain production,total grain,28415.5,1000 tons
Hebei,2007,Grain sown area,total grain,6168.2,1000 hectares
Hebei,2007,Grape production,grapes,946.9,1000 tons
Hebei,2007,Hog inventory,Hog Inventory,19070.5,1000 head
Hebei,2007,Hog slaughter,Hog slaughter,29642,1000 head
Hebei,2007,Meat production,Meat Production,3961.9,1000 tons
Hebei,2007,Milk production,Milk production,4977,1000 tons
Hebei,2007,Peanut production,peanuts,1306.8,1000 tons
Hebei,2007,Peanut sown area,peanut,391.5,1000 hectares
Hebei,2007,Pear production,pears,3459.8,1000 tons
Hebei,2007,Pork production,Pork production,2255.1,1000 tons
Hebei,2007,Rapeseed production,rapeseed,15.9,1000 tons
Hebei,2007,Rapeseed sown area,rapeseed,12.3,1000 hectares
Hebei,2007,Rice production,rice,575.6,1000 tons
Hebei,2007,Rice sown area,rice,84.5,1000 hectares
Hebei,2007,Rural population,rural population,41480,1000
Hebei,2007,Sheep inventory,Sheep,940.2,"10,000 head"
Hebei,2007,Sown area: All crops,total sown area,8652.7,1000 hectares
Hebei,2007,Soybean sown area,soybeans,248.4,1000 hectares
Hebei,2007,Soybeans production,soybeans,363.5,1000 tons
Hebei,2007,Total population,total population,69430,Thousands
Hebei,2007,Total value of ag output,total,3075.8,100 million yuan
Hebei,2007,Tuber production,tubers,827.6,1000 tons
Hebei,2007,Tuber sown area,tubers,257.5,1000 hectares
Hebei,2007,Value of crop output,farming (nongye),1639.1,100 million yuan
Hebei,2007,Value of fisheries output,fisheries,85.1,100 million yuan
Hebei,2007,Value of forestry output,forestry,52.4,100 million yuan
Hebei,2007,Value of livestock output,livestock,1147,100 million yuan
Hebei,2007,Vegetable & melons sown area,vegetables,1075,1000 hectares
Hebei,2007,Vegetable production,vegetables,64406.9,1000 tons
Hebei,2007,Wheat production,wheat,11937.1,1000 tons
Hebei,2007,Wheat sown area,wheat,2412.4,1000 hectares
Hebei,2006,Apple production,apples,2357.62,1000 tons
Hebei,2006,Aquatic product production,Aquatic products,108,"10,000 tons"
Hebei,2006,Corn production,corn,12805.2,1000 tons
Hebei,2006,Corn sown area,corn,2658.06,1000 hectares
Hebei,2006,Cotton production,cotton,628,1000 tons
Hebei,2006,Cotton sown area,cotton,623.0666667,1000 hectares
Hebei,2006,Egg production,Egg production,4650.866,1000 tons
Hebei,2006,Fruit orchard area,orchards,1097.508,1000 hectares
Hebei,2006,Goat inventory,Goats,991.8,"10,000 head"
Hebei,2006,Grain production,total grain,2702.8,1000 tons
Hebei,2006,Grain sown area,total grain,6199.44,1000 hectares
Hebei,2006,Grape production,grapes,878.417,1000 tons
Hebei,2006,Hog inventory,Hog Inventory,30063.9,1000 head
Hebei,2006,Hog slaughter,Hog slaughter,47116.6,1000 head
Hebei,2006,Meat production,Meat production,5955.066343,1000 tons
Hebei,2006,Milk production,Milk production,4169.988,1000 tons
Hebei,2006,Peanut production,peanuts,1370.48,1000 tons
Hebei,2006,Peanut sown area,peanut,50,1000 hectares
Hebei,2006,Pear production,pears,3334.972,1000 tons
Hebei,2006,Pork production,Pork production,3521.993219,1000 tons
Hebei,2006,Rapeseed production,rapeseed,41.118,1000 tons
Hebei,2006,Rapeseed sown area,rapeseed,31.07,1000 hectares
Hebei,2006,Rice production,rice,532.3,1000 tons
Hebei,2006,Rice sown area,rice,92.22,1000 hectares
Hebei,2006,Sheep inventory,Sheep,1433.72,"10,000 head"
Hebei,2006,Sown area: All crops,total sown area,8777.346667,1000 hectares
Hebei,2006,Soybean sown area,soybeans,238,1000 hectares
Hebei,2006,Soybeans production,soybeans,446,1000 tons
Hebei,2006,Total population,total population,68980,Thousands
Hebei,2006,Total value of ag output,Total,2771.8282,100 million yuan
Hebei,2006,Tuber production,tubers,1120.5,1000 tons
Hebei,2006,Tuber sown area,tubers,298.93,1000 hectares
Hebei,2006,Value of crop output,farming (nongye),1394.7179,100 million yuan
Hebei,2006,Value of fisheries output,fisheries,86.9003,100 million yuan
Hebei,2006,Value of forestry output,forestry,44.2586,100 million yuan
Hebei,2006,Value of livestock output,livestock,1136.7824,100 million yuan
Hebei,2006,Vegetable & melons sown area,vegetables,1216.38,1000 hectares
Hebei,2006,Vegetable production,vegetables,66467.79,1000 tons
Hebei,2006,Wheat production,wheat,11495.4,1000 tons
Hebei,2006,Wheat sown area,wheat,2419.97,1000 hectares
Hebei,2005,Apple production,apples,2202.273,1000 tons
Hebei,2005,Aquatic product production,Aquatic products,98.9461,"10,000 tons"
Hebei,2005,City population,city population,34413.7,1000
Hebei,2005,Corn production,corn,11938,1000 tons
Hebei,2005,Corn sown area,corn,2677.4,1000 hectares
Hebei,2005,Cotton production,cotton,577,1000 tons
Hebei,2005,Cotton sown area,cotton,573.5,1000 hectares
Hebei,2005,Egg production,Egg production,4589.667,1000 tons
Hebei,2005,Fruit orchard area,orchards,1115.06,1000 hectares
Hebei,2005,Goat inventory,Goats,1000.2,"10,000 head"
Hebei,2005,Grain production,total grain,25986,1000 tons
Hebei,2005,Grain sown area,total grain,6240.2,1000 hectares
Hebei,2005,Grape production,grapes,863.938,1000 tons
Hebei,2005,Hog inventory,Hog Inventory,30643.9,1000 head
Hebei,2005,Hog slaughter,Hog slaughter,45105.8,1000 head
Hebei,2005,Meat production,Meat production,5719.014,1000 tons
Hebei,2005,Milk production,Milk production,3486.373,1000 tons
Hebei,2005,Peanut production,peanuts,1403.277,1000 tons
Hebei,2005,Peanut sown area,peanut,438.8,1000 hectares
Hebei,2005,Pear production,pears,3246.22,1000 tons
Hebei,2005,Pork production,Pork production,3373.696,1000 tons
Hebei,2005,Rapeseed production,rapeseed,46.7,1000 tons
Hebei,2005,Rapeseed sown area,rapeseed,35.4,1000 hectares
Hebei,2005,Rice production,rice,516,1000 tons
Hebei,2005,Rice sown area,rice,87.7,1000 hectares
Hebei,2005,Rural population,Rural population,43973,1000
Hebei,2005,Sheep inventory,Sheep,1481.8,"10,000 head"
Hebei,2005,Sown area: All crops,total sown area,8785.5,1000 hectares
Hebei,2005,Soybean sown area,soybeans,254.9,1000 hectares
Hebei,2005,Soybeans production,soybeans,424,1000 tons
Hebei,2005,Total population,total population,68510,Thousands
Hebei,2005,Total value of ag output ,Total,2600.83,100 million yuan
Hebei,2005,Town population,Town population,13298.4,1000
Hebei,2005,Tuber production,tubers,945,1000 tons
Hebei,2005,Tuber sown area,tubers,295.8,1000 hectares
Hebei,2005,Value of crop output,farming (nongye),1258,100 million yuan
Hebei,2005,Value of fisheries output,fisheries,79.4421,100 million yuan
Hebei,2005,Value of forestry output,forestry,40.1325,100 million yuan
Hebei,2005,Value of livestock output,livestock,1124.4259,100 million yuan
Hebei,2005,Vegetable & melons sown area,vegetables,1210.2,1000 hectares
Hebei,2005,Vegetable production,vegetables,64676.1,1000 tons
Hebei,2005,Wheat production,wheat,11503,1000 tons
Hebei,2005,Wheat sown area,wheat,2377.1,1000 hectares
Hebei,2004,Apple production,apples,2142.882,1000 tons
Hebei,2004,Aquatic product production,Aquatic products,92.4,"10,000 tons"
Hebei,2004,Corn production,corn,11575.8,1000 tons
Hebei,2004,Corn sown area,corn,2630.6,1000 hectares
Hebei,2004,Cotton production,cotton,665.3691,1000 tons
Hebei,2004,Cotton sown area,cotton,669.1,1000 hectares
Hebei,2004,Egg production,Egg production,4329.416,1000 tons
Hebei,2004,Fruit orchard area,orchards,1106.4,1000 hectares
Hebei,2004,Goat inventory,Goats,948,"10,000 head"
Hebei,2004,Grain production,total grain,24800.7,1000 tons
Hebei,2004,Grain sown area,total grain,6003.4,1000 hectares
Hebei,2004,Grape production,grapes,840.916,1000 tons
Hebei,2004,Hog inventory,Hog Inventory,29459,1000 head
Hebei,2004,Hog slaughter,Hog slaughter,41601,1000 head
Hebei,2004,Meat production,Meat Production,5339.521,1000 tons
Hebei,2004,Milk production,Milk production,2769.485,1000 tons
Hebei,2004,Peanut production,peanuts,1378.522,1000 tons
Hebei,2004,Peanut sown area,peanut,448.9,1000 hectares
Hebei,2004,Pear production,pears,3131.868,1000 tons
Hebei,2004,Pork production,Pork production,3133.789,1000 tons
Hebei,2004,Rapeseed production,rapeseed,65.183,1000 tons
Hebei,2004,Rapeseed sown area,rapeseed,47.8,1000 hectares
Hebei,2004,Rice production,rice,472.7,1000 tons
Hebei,2004,Rice sown area,rice,83.5,1000 hectares
Hebei,2004,Sheep inventory,Sheep,1413.7,"10,000 head"
Hebei,2004,Sown area: All crops,total sown area,8695.4,1000 hectares
Hebei,2004,Soybean sown area,soybeans,274.3,1000 hectares
Hebei,2004,Soybeans production,soybeans,443,1000 tons
Hebei,2004,Total population,total population,68090,Thousands
Hebei,2004,Total value of ag output ,Total,2375.9,100 million yuan
Hebei,2004,Tuber production,tubers,1031.2,1000 tons
Hebei,2004,Tuber sown area,tubers,320.8,1000 hectares
Hebei,2004,Value of crop output,farming (nongye),1135.7,100 million yuan
Hebei,2004,Value of fisheries output ,fisheries,72.1,100 million yuan
Hebei,2004,Value of forestry output ,forestry,40,100 million yuan
Hebei,2004,Value of livestock output ,livestock,1037.7,100 million yuan
Hebei,2004,Vegetable & melons sown area,vegetables,1082.2,1000 hectares
Hebei,2004,Wheat production,wheat,10532,1000 tons
Hebei,2004,Wheat sown area,wheat,2161.5,1000 hectares
Hebei,2003,Apple production,apples,2003,1000 tons
Hebei,2003,Aquatic product production,Aquatic products,86,"10,000 tons"
Hebei,2003,Corn production,corn,10736,1000 tons
Hebei,2003,Corn sown area,corn,2488.8,1000 hectares
Hebei,2003,Cotton production,cotton,522,1000 tons
Hebei,2003,Cotton sown area,cotton,581.4,1000 hectares
Hebei,2003,Egg production,Egg production,4152,1000 tons
Hebei,2003,Fruit orchard area,orchards,1075,1000 hectares
Hebei,2003,Goat inventory,Goats,911.1,"10,000 head"
Hebei,2003,Grain production,total grain,23878,1000 tons
