"","Country.Name","Country.Code","Indicator.Code","Indicator.Description","X1960","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020"
"255","China","CHN","i255","Real effective exchange rate index (2010 = 100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.7305608,242.0790041,230.9481921,227.0072961,202.3315556,171.746299,124.0720382,107.181997,117.1634174,136.3104161,100.533933,88.30282892,84.54290746,89.95907784,70.52241701,78.60194192,86.35574266,92.99904498,98.00754561,92.67863604,92.75390362,96.76269573,94.55617896,88.37894573,85.84854405,84.91726885,86.25586535,89.32939563,97.01075633,101.1087712,100,102.6949879,108.677123,114.6151985,118.3120689,129.9687893,123.6675498,120.0927778,121.7391327,120.8872859,123.441214
"256","China","CHN","i256","Adequacy of social safety net programs (% of total welfare of beneficiary households)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.337668942,NA,NA,NA,NA,NA,NA,NA
"257","China","CHN","i257","DEC alternative conversion factor (LCU per US$)",2.4618,2.4618,2.4618,2.4618,2.4618,2.4618,2.4618,2.4618,2.4618,2.4618,2.4618,2.4618,2.2451,1.9894,1.9612,1.8598,1.9414,1.8578,2.46,2.3,2.4,2.52,2.62,2.61,2.8,2.94,3.45,4.46,4.86,4.94,5.23,5.74,6.37,8.0213,8.6187,8.3507,8.3142,8.2898,8.2791,8.2783,8.2784,8.2771,8.277,8.277,8.2768,8.1943,7.9734,7.6075,6.9487,6.8314,6.7703,6.4615,6.3123,6.1958,6.1434,6.2275,6.6445,6.7588,6.616,6.9084,6.9008
"258","China","CHN","i258","GNI per capita, PPP (current international $)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990,1100,1260,1450,1660,1830,2030,2240,2410,2620,2890,3160,3500,3910,4410,5020,5830,6830,7620,8290,9210,10200,11170,11830,12570,12930,13520,14330,15520,16810,NA
"259","China","CHN","i259","Gross domestic savings (% of GDP)",37.10680775,19.42713021,15.14628768,18.83709061,26.7943872,33.33955244,33.84714773,28.81638979,27.14514024,30.78957433,36.10142694,36.79015543,35.71776373,36.54702743,36.07144737,38.00815516,34.17619354,36.75916661,39.28244131,37.10491235,35.3106293,33.58364558,33.43364953,32.54852258,34.23584667,34.92915105,35.13181838,37.21743656,37.88452596,35.71684773,36.35087703,38.08120845,40.28471713,41.65109853,41.82094587,40.937722,39.95253033,40.35160526,39.54866527,37.42869241,36.42921172,38.06675099,39.01655675,41.97800569,44.76375209,45.6154591,47.42750452,49.00371226,50.22650546,49.91972796,51.08663833,49.84070672,48.8573867,48.28285299,47.47505699,46.00910957,44.96126249,45.13239157,44.94231114,43.98142683,NA
"260","China","CHN","i260","GDP growth (annual %)",NA,-27.27,-5.57999999,10.3,18.17999999,16.95,10.65,-5.770000004,-4.099999992,16.94,19.3,7.060000003,3.809999998,7.760000002,2.31,8.72,-1.570000003,7.569999999,11.32597799,7.59132468,7.834145016,5.112761091,9.017113914,10.77020251,15.19154002,13.43067752,8.949961764,11.65742779,11.22259498,4.206334355,3.920251368,9.262786084,14.22452959,13.8837293,13.03680663,10.95395434,9.922556752,9.236779892,7.845951788,7.661651501,8.490093406,8.335733478,9.13363079,10.03803048,10.11362138,11.39459181,12.72095567,14.23086093,9.65067892,9.398725632,10.63587106,9.550832179,7.863736449,7.766150098,7.425763656,7.041328879,6.848762205,6.947200793,6.749773832,5.949714233,2.3
"261","China","CHN","i261","Inflation, GDP deflator (annual %)",NA,15.25399374,-0.114964918,-2.62161065,-0.362038484,0.869780805,-1.562070833,0.813497276,1.363575754,-3.792528717,-2.61457045,0.665937398,0.074185618,0.208465019,0.277735673,-1.131175156,-0.106286227,1.093771778,1.675142496,3.600054772,3.751777057,2.357871421,-0.14035509,1.156795262,4.944162713,10.20939904,4.669020797,5.082516468,12.1076615,8.602465134,5.711224169,6.71453696,8.190323021,15.18586451,20.61698881,13.6656964,6.506730636,1.616568742,-0.900251629,-1.263058939,2.062792614,2.047049457,0.602099078,2.603177719,6.95199268,3.903744269,3.926549397,7.749686493,7.795346037,-0.209533361,6.881380253,8.075684467,2.331217576,2.163370027,1.031063688,-0.002944094,1.407346027,4.232681975,3.499747636,1.287452077,0.671929892
"262","China","CHN","i262","Adjusted savings: natural resources depletion (% of GNI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.115542346,0.156757038,0.20590113,0.396618614,2.323976418,3.693771958,4.693948006,4.958775629,6.06565753,10.10523794,11.54537404,11.35863993,9.218894622,7.112433998,6.011585008,5.645271852,2.97150153,3.652417392,3.435048018,4.085698972,5.133092695,3.250211489,2.8681036,2.357385303,1.791963176,1.736019284,1.670301862,1.341573416,0.780834173,1.059871446,1.796853766,1.557535208,1.229460583,1.276218941,2.822754991,3.216715311,3.55736248,3.972413425,5.723302105,2.333844101,3.90643216,4.895074214,2.512985214,1.876982259,1.424918594,0.708557114,0.595242901,0.725238121,0.855227711,0.72058369,NA
"263","China","CHN","i263","Services, value added (constant LCU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.32295e+11,8.97599e+11,9.52009e+11,1.04327e+12,1.17527e+12,1.34726e+12,1.6084e+12,1.89974e+12,2.13375e+12,2.44702e+12,2.76933e+12,2.931e+12,3.00923e+12,3.2862e+12,3.70027e+12,4.15059e+12,4.62245e+12,5.08852e+12,5.55746e+12,6.13717e+12,6.65283e+12,7.26816e+12,7.97872e+12,8.79728e+12,9.71973e+12,1.0647e+13,1.17245e+13,1.31734e+13,1.50353e+13,1.74517e+13,1.92799e+13,2.11282e+13,2.31711e+13,2.53696e+13,2.74027e+13,2.96769e+13,3.21525e+13,3.49745e+13,3.7806e+13,4.09325e+13,4.42003e+13,4.73742e+13,4.83691e+13
"264","China","CHN","i264","Industry (including construction), value added (current LCU)",6.526e+10,3.935e+10,3.639e+10,4.128e+10,5.193e+10,6.085e+10,7.154e+10,6.08e+10,5.426e+10,6.95e+10,9.181e+10,1.0299e+11,1.0916e+11,1.1803e+11,1.1998e+11,1.3787e+11,1.346e+11,1.5178e+11,1.75511e+11,1.92533e+11,2.20469e+11,2.26902e+11,2.39762e+11,2.66297e+11,3.12473e+11,3.88637e+11,4.51512e+11,5.27383e+11,6.60719e+11,7.30071e+11,7.74409e+11,9.12956e+11,1.1725e+12,1.64727e+12,2.24525e+12,2.86767e+12,3.38273e+12,3.7545e+12,3.90175e+12,4.10799e+12,4.56637e+12,4.96594e+12,5.41041e+12,6.26958e+12,7.4285e+12,8.80822e+12,1.04359e+13,1.26631e+13,1.49953e+13,1.60169e+13,1.91627e+13,2.27035e+13,2.44639e+13,2.61952e+13,2.77283e+13,2.81339e+13,2.95428e+13,3.3158e+13,3.64835e+13,3.80671e+13,3.84255e+13
"265","China","CHN","i265","Agriculture, forestry, and fishing, value added (current US$)",13839467057,17917783735,18405231944,20208790316,22706962385,26448127386,28523844342,29011292550,29502802827,29904947599,32224388659,33564871232,36853592268,45616768875,48194982664,52220668889,49814566807,50715900528,41400982232,54737987765,56645039529,61336696048,67240100092,75130342134,81986338179,86453492252,80117436064,71848942733,78830830317,85591114646,95931579346,92140201603,91056260549,85866351838,1.09898e+11,1.43946e+11,1.66923e+11,1.72082e+11,1.76574e+11,1.75748e+11,1.7778e+11,1.87294e+11,1.95605e+11,2.05029e+11,2.52565e+11,2.66121e+11,2.92435e+11,3.63774e+11,4.67197e+11,4.9161e+11,5.67639e+11,6.93051e+11,7.77603e+11,8.55871e+11,9.05465e+11,9.27734e+11,9.05097e+11,9.18795e+11,9.78615e+11,1.02011e+12,1.12674e+12
"266","China","CHN","i266","Patent applications, residents",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4065,3494,3975,4780,4749,5832,7372,10022,12084,11191,10011,11628,12672,13751,15626,25346,30038,39806,56769,65786,93485,122318,153060,194579,229096,293066,415829,535313,704936,801135,968252,1204981,1245709,1393815,1243568,NA
"267","China","CHN","i267","Profit tax (% of commercial profits)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,10.6,10.9,10.8,11.3,11.8,6.3,NA
"268","China","CHN","i268","Procedures to register property (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,3.55,3.55,NA
"269","China","CHN","i269","Firms formally registered when operations started (% of firms)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.8,NA,NA,NA,NA,NA,NA,NA,NA
"270","China","CHN","i270","Power outages in firms in a typical month (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA
"271","China","CHN","i271","Human capital index (HCI), female, lower bound (scale 0-1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.664,0.641133249,NA,0.645420134
"272","China","CHN","i272","Compensation of employees (% of expense)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","China","CHN","i273","Taxes on exports (% of tax revenue)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.22424382,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"274","China","CHN","i274","Net acquisition of financial assets (% of GDP)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","China","CHN","i275","Risk premium on lending (lending rate minus treasury bill rate, %)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","China","CHN","i276","Claims on other sectors of the domestic economy (annual growth as % of broad money)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","China","CHN","i277","Terrestrial protected areas (% of total land area)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.08,15.44904196,15.44904196,NA,NA
"278","China","CHN","i278","Population in urban agglomerations of more than 1 million",54184363,55737040,56782174,57823100,59006679,60404483,61485504,62246822,62999052,63737162,64481678,65519126,66845138,68214145,69633782,71104391,72602526,74297533,76202376,78305399,80490702,82860038,85350653,88600568,92028761,95642551,99473509,103522774,107818238,112377323,117251887,123983018,131242713,139053415,147507400,156664016,166617245,177415721,189207420,202099429,216252544,226290339,234270258,242580168,251247617,260252253,269647598,279417210,289614409,300215888,311285309,320885462,329831324,339050281,348525737,358247976,368117713,378089414,388398439,398976116,409712858
"279","China","CHN","i279","Droughts, floods, extreme temperatures (% of population, average 1990-2009)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.950971475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","China","CHN","i280","Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent)",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,103875.7192,106669.8874,110765.1061,115913.0688,113086.4339,120882.3604,126941.1805,138183.957,148517.581,159150.7004,170254.2091,168343.3703,175259.342,187317.1426,197440.838,191167.7555,194949.8628,221008.9498,235633.9078,242686.8864,253600,259600,264040,253910,266340,305600,327870,296690,302180,315160,304170,303490,318170,316520,326150,330850,334580,335130,342750,346210,349350,348630,352640,353260,353890,357380,357550,348750,341510,NA,NA
"281","China","CHN","i281","CO2 emissions (metric tons per capita)",1.170381372,0.836046901,0.661428164,0.640001899,0.625646054,0.665524211,0.710891382,0.574162147,0.605451997,0.725149509,0.942934535,1.042239697,1.080676637,1.098195691,1.097367111,1.250124095,1.285283136,1.388842897,1.52920111,1.542675099,1.495250749,1.460431817,1.566739684,1.629055908,1.75044806,1.871054791,1.939434257,2.038410689,2.150905225,2.153077911,1.914542564,2.000547455,2.07574444,2.243245307,2.31902906,2.560366185,2.517251858,2.543462797,2.602487248,2.513859675,2.648479977,2.772929198,2.974328335,3.425411363,3.951800629,4.463473752,4.906034996,5.302594688,5.431610495,5.79534426,6.332165911,6.902792141,7.058003472,7.320485052,7.252919144,7.169112177,7.118705414,7.225768991,7.405211347,NA,NA
"282","China","CHN","i282","GDP per unit of energy use (PPP $ per kg of oil equivalent)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.280973733,1.485741678,1.678671543,1.847514785,2.036552726,2.148685121,2.340053514,2.603022587,2.819495641,3.020944229,3.248723033,3.456039923,3.589369081,3.520387181,3.49007125,3.626302116,3.852082123,4.177846239,4.527590293,4.671442273,4.734055561,4.936465537,5.195703363,5.386200964,5.610767661,NA,NA,NA,NA,NA,NA
"283","China","CHN","i283","Access to clean fuels and technologies for cooking (% of population)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.78,47.95,48.61,49.52,50.04,50.83,51.8,52.5,53.37,54.07,54.91,55.66,56.4,57.24,57.8,58.54,59.26,NA,NA,NA,NA
"284","China","CHN","i284","Net ODA received (% of gross capital formation)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026039118,0.099021047,0.737423307,0.79798261,0.908094337,0.892380474,0.776476285,0.965161575,1.35192899,1.56978573,1.597566614,1.647394575,1.420383014,1.79148043,1.663628351,1.385885392,1.214133435,0.819051333,0.603305067,0.685804607,0.645032861,0.430066624,0.314606289,0.284304959,0.206982814,0.208974446,0.19498444,0.11548955,0.101110691,0.06722765,0.04932668,0.02370861,-0.017130787,-0.004577279,-0.014785271,-0.019729096,-0.00640447,-0.01652634,-0.018695352,-0.011593218,-0.009552428,NA
"285","China","CHN","i285","Net official flows from UN agencies, UNDP (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1159999.967,11600000.38,15539999.96,18299999.24,20659999.85,15369999.89,14420000.08,17329999.92,27719999.31,31239999.77,30559999.47,39830001.83,35759998.32,35479999.54,30760000.23,25170000.08,28860000.61,22430000.31,26760000.23,14380000.11,15539999.96,12729999.54,8880000.114,9649999.619,8600000.381,8960000.038,9350000.381,8460000.038,9819999.695,7739999.771,7679999.828,6260000.229,5820000.172,4658359.528,3655304.909,3485530.376,2182770.252,2048055.172,1295327.425,767553.3295,579316.7949,NA
"286","China","CHN","i286","Net financial flows, multilateral (NFL, current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,883000,77814000,207849000,598785000,618297000,618667000,1082963000,1106108000,937714000,1314046000,1358614000,2034329000,2236531000,2427220000,2385418000,2384984000,2255227000,1700182000,1903096000,1392656000,-494949000,-2205363000,204388000,809299000,814639000,1035960000,1358394000,1119986000,959322000,-327990000,106652000,-345319000,-144862000,-225611000,30506000,399005000,381659000,1063266000,-25590000
"287","China","CHN","i287","PPG, IDA (DOD, current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,882488,66839381.9,180718377.1,431437407.6,773791427.2,1329861815,1819175125,2295590305,3015847315,3671619756,4397386000,5325371000,6307740000,7263492000,7798767000,8038086000,8900878000,9114949000,8978800000,8861373000,9630333000,10522043000,10883251000,9932167000,10191834000,10348344000,9975561000,9704875000,9173757000,7646350000,6911210000,6134055000,4986603000,3978170000,3069185000,2449267000,1723689000,1203417000,826967000
"288","China","CHN","i288","Net ODA provided, to the least developed countries (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","China","CHN","i289","Net bilateral aid flows from DAC donors, Ireland (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19999.99955,29999.99933,29999.99933,59999.99866,100000.0015,79999.99821,9999.999776,9999.999776,NA,9999.999776,39999.99911,29999.99933,90000.00358,219999.9988,400000.006,370000.0048,529999.9714,600000.0238,400000.006,389999.9857,560000.0024,280000.0012,509999.9905,699999.9881,790000.0215,519999.9809,1830000.043,119999.9973,159999.9964,50000.00075,70000.0003,59999.99866,19999.99955,NA,9999.999776,9999.999776,29999.99933,39999.99911,NA
"290","China","CHN","i290","Stocks traded, turnover ratio of domestic shares (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.6370171,114.2445352,97.63954289,101.1817366,140.7822271,219.5352304,219.1559618,205.0166274,195.5971037,135.9666722,194.8772193,199.1579244,480.287296,249.9072891,197.7132556,206.6543987,214.2880017,258.5512704
"291","China","CHN","i291","Exports of goods, services and primary income (BoP, current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4729e+10,2.4735e+10,2.8724e+10,2.9641e+10,3.0683e+10,4.0147e+10,4.7381e+10,4.9717e+10,6.0391e+10,6.9617e+10,8.4412e+10,9.1242e+10,1.24918e+11,1.52431e+11,1.78996e+11,1.46243e+11,1.46948e+11,1.58214e+11,2.02589e+11,2.1796e+11,2.5597e+11,4.62071e+11,6.25332e+11,8.12612e+11,1.04629e+12,1.34153e+12,1.60966e+12,1.37092e+12,1.79884e+12,2.15312e+12,2.34213e+12,2.53957e+12,2.70227e+12,2.58397e+12,2.42458e+12,2.71898e+12,2.91951e+12,2.90451e+12,2.97405e+12
"292","China","CHN","i292","Foreign direct investment, net (BoP, current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.86e+08,-5.43e+08,-1.124e+09,-1.03e+09,-1.425e+09,-1.669e+09,-2.344e+09,-2.613e+09,-2.657e+09,-3.453e+09,-7.156e+09,-2.3115e+10,-3.1787e+10,-33849200000,-3.8066e+10,-4.1674e+10,-4.1117e+10,-3.6978e+10,-37483300000,-3.7357e+10,-46789569179,-49444853744,-60144670468,-90379127564,-1.0015e+11,-1.39095e+11,-1.14792e+11,-87167067370,-1.8575e+11,-2.31652e+11,-1.7625e+11,-2.17958e+11,-1.44968e+11,-68098649765,41674876170,-27790987920,-92338473352,-50259822365,-1.02554e+11
"293","China","CHN","i293","Service imports (BoP, current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.024e+09,1.994e+09,2.857e+09,2.524e+09,2.276e+09,2.485e+09,3.603e+09,3.91e+09,4.352e+09,4.121e+09,9.434e+09,1.2036e+10,1.6299e+10,25222820000,2.2585e+10,2.8278e+10,2.7204e+10,3.2107e+10,36268639000,3.9457e+10,46762744321,55546608068,72880614892,83970681426,1.00838e+11,1.3013e+11,1.58949e+11,1.5892e+11,1.93401e+11,2.47844e+11,2.813e+11,3.30608e+11,4.32883e+11,4.35719e+11,4.4155e+11,4.71995e+11,5.25735e+11,5.05508e+11,3.80536e+11
"294","China","CHN","i294","Land area (sq. km)",NA,9424700,9424700,9424700,9424700,9424700,9424700,9424700,9424700,9424700,9424700,9424700,9424700,9424700,9424700,9424690,9424690,9424680,9424680,9424680,9424680,9424680,9424670,9424670,9424670,9424670,9424670,9424670,9424670,9424670,9424670,9424670,9424670,9424670,9424670,9424720,9424710,9424710,9424710,9424710,9424700,9424700.2,9424700.2,9424699.7,9424700.5,9424699.8,9424700,9424700,9424700,9424700.5,9424700.7,9424700.9,9424700.9,9424701.3,9424701.3,9424701.4,9424700.5,9424700.8,9424702.9,9424702.9,9424702.9
"295","China","CHN","i295","Agricultural land (sq. km)",NA,3432480,3460010,3488540,3517060,3555090,3591120,3627150,3663130,3709280,3755180,3801650,3847810,3903880,3970290,4016370,4075333.333,4134286.667,4193960,4239605,4285190,4338180,4434180,4538310,4654380,4772440,4833530,4886610,4942790,5003880,5065920,5122710,5151980,5191060,5237130,5237140,5237520,5237442.5,5237385,5237347.5,5237310,5243228.444,5249146.889,5255055.333,5260913.778,5266822.222,5272720.667,5278619.111,5284517.556,5290386,5289168,5288851,5287995,5288015,5286950,5286334,5285529,5285311,5285287,NA,NA
"296","China","CHN","i296","General government final consumption expenditure (constant 2015 US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79395e+12,NA,NA,NA,NA,NA
"297","China","CHN","i297","Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,3.54,NA,3.61,NA,3.669272,NA,3.752359,NA,3.75,NA,NA
"298","China","CHN","i298","Railways, passengers carried (million passenger-km)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354570,334760,358486,377342,413590,453259,476682,496940,478861,571220,606196,662212,721631,777860,787889,876218,961229,981233,1059560,1124190,1196060,1257930,1345690,NA,NA,NA
"299","China","CHN","i299","CPIA trade rating (1=low to 6=high)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","China","CHN","i300","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","China","CHN","i301","Public private partnerships investment in ICT (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","China","CHN","i302","Start-up procedures to register a business, male (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,9,9,7,7,4,3.55,NA
